Actual Time, Return Status, Trade Time, Price 
1612204532.1588583,200,1612204531875,33824.98000000
1612204542.5009983,200,1612204542182,33800.06000000
1612204552.9468424,200,1612204552622,33809.37000000
1612204563.2882168,200,1612204563117,33805.81000000
1612204573.6328757,200,1612204573465,33787.01000000
